# YTID, start_seconds, end_seconds, positive_labels
0Y74Yz__IEY,160.0,170.0," ""/m/01kcd;/m/06ncr"""
0YFU2RYKHyU,30.0,40.0," ""/m/07pl1bw;/m/083vt"""
0YHK15saav8,580.0,590.0," ""/m/03fwl;/m/0jbk"""
0YcJSD6q-yw,0.0,10.0," ""/m/025_jnm"""
0YjENFbHCfU,1.0,11.0," ""/m/02pjr4"""
0YsXXGEVmy8,30.0,40.0," ""/m/06mb1;/m/07r10fb;/t/dd00038"""
0ZNFJz-eZTU,120.0,130.0," ""/m/01kcd;/m/06ncr"""
0Zmyypda0VY,20.0,30.0," ""/m/04rzd"""
0ZvSn_SZFXQ,0.0,10.0," ""/m/018w8"""
0_QxGGzOvVI,0.0,4.0," ""/m/0242l"""
0_R83lyXiaU,30.0,40.0," ""/m/01h3n;/m/03l9g;/m/03vt0;/m/0h2mp"""
0a3sS0cfsQk,370.0,380.0," ""/m/05_wcq"""
0a6uLBmqZgA,30.0,40.0," ""/m/0192l;/m/085jw"""
0aCvJzMN-SE,0.0,10.0," ""/m/01m2v;/m/0316dw"""
0aJ4ncKJqIg,280.0,290.0," ""/m/03vt0;/m/09xqv"""
0aKuES6SO2k,50.0,60.0," ""/m/015p6;/m/020bb7;/m/07pggtn"""
0aer7MFIYQk,50.0,60.0," ""/m/01xq0k1;/m/07rpkh9;/m/0ch8v"""
0amHVSbkaX8,60.0,70.0," ""/m/07pp_mv;/m/0c3f7m"""
0arN4pk83lA,30.0,40.0," ""/m/07pc8lb"""
0bbgeqkDm6U,30.0,40.0," ""/m/07plct2"""
0ccK49fwj1o,90.0,100.0," ""/m/01rd7k;/m/025rv6n;/m/07svc2k"""
0cd_fXxQq3c,30.0,40.0," ""/m/08j51y"""
0cr9YtzgZT4,30.0,40.0," ""/m/02rhddq;/m/07r04;/m/07yv9;/m/0gvgw0"""
0ct9AETvIdE,30.0,40.0," ""/m/02mfyn"""
0cwIKnoMEBE,40.0,50.0," ""/m/07pp_mv;/m/0c3f7m"""
0d5HRE6Jx3o,60.0,70.0," ""/m/01wy6"""
0dkcl7MGFyA,170.0,180.0," ""/m/0gy1t2s"""
0eAbf3x4foY,0.0,10.0," ""/m/07phxs1;/m/07rv4dm"""
0eK_cwwvWAs,50.0,60.0," ""/m/025rv6n;/m/07qwf61;/m/07st89h;/m/09b5t"""
0ew5tlxyZNg,4.0,14.0," ""/m/05rj2"""
0ewWspUqB6Y,430.0,440.0," ""/m/085jw;/m/0mkg"""
0exkCi_xJDM,30.0,40.0," ""/m/07pjjrj"""
0eymuxOpj8s,140.0,150.0," ""/m/0dv5r"""
0f2A-lZYAnw,30.0,40.0," ""/m/01yrx;/m/068hy;/m/07qrkrw;/m/07r81j2;/m/0jbk"""
0fIvxfWezRU,30.0,40.0," ""/m/07pczhz"""
0fNI6KbbQI8,26.0,36.0," ""/m/07phxs1;/m/07qfgpx"""
0fSgvtg_OhU,30.0,40.0," ""/m/07swgks;/m/0j6m2"""
0fm0oU8FO0U,30.0,40.0," ""/m/07yv9;/m/09ct_;/m/0chx_"""
0fvNZIpSjS0,30.0,40.0," ""/m/07swgks"""
0gi_2J5wEO8,410.0,420.0," ""/m/02fs_r"""
0gzJkUrw-ko,110.0,120.0," ""/m/01m2v"""
0hipL0SkXMo,40.0,50.0," ""/m/02mk9;/m/07phhsh;/m/07yv9;/m/0k4j"""
0hrpu0UHkVw,260.0,270.0," ""/m/03qtwd;/m/053hz1;/t/dd00135"""
0hw_BB4QN34,220.0,230.0," ""/m/01sm1g;/m/026t6;/m/0l14md"""
0ix_rHxU54w,30.0,40.0," ""/m/02mk9;/m/07pb8fc;/t/dd00066"""
0j8uGnMwGbs,0.0,7.0," ""/m/04fq5q"""
0jBiK305ZIY,30.0,40.0," ""/m/012f08;/m/07rknqz;/m/07yv9;/m/0k4j"""
0jsCjvHoCtM,60.0,70.0," ""/m/07pp8cl"""
0kBQ71uzBNc,30.0,40.0," ""/m/07plct2;/m/07qwyj0"""
0kGkJuynFEI,20.0,30.0," ""/m/012xff"""
0kdRxEiEGIs,190.0,200.0," ""/m/01z5f;/m/03cczk;/m/068hy;/m/07pdhp0;/m/07pzfmf;/m/0bt9lr;/m/0jbk"""
0kuZvI5eQwg,30.0,40.0," ""/m/015p6;/m/020bb7;/m/07r_25d;/m/0h0rv"""
0l8d_NhvFwY,80.0,90.0," ""/m/0j2kx"""
0m72FCNQQEI,40.0,50.0," ""/m/014yck;/m/07yv9;/m/0cmf2;/m/0k5j"""
0mG5unAv2_A,170.0,180.0," ""/m/01yg9g;/m/07yv9"""
0mgA3_glqYo,160.0,170.0," ""/m/07pqc89"""
0mgwBb6HO-k,420.0,430.0," ""/m/012f08;/m/07yv9;/m/0h9mv;/m/0k4j"""
0nT-W79s0ck,480.0,490.0," ""/m/0316dw"""
0ng703aLhXs,17.0,27.0," ""/m/07pp_mv"""
0nk7utNkHOY,190.0,200.0," ""/m/01xqw;/m/02fsn;/m/07y_7;/m/0l14_3"""
0npLQ4LzD0c,40.0,50.0," ""/m/02mfyn"""
0o4vHYlTPBA,210.0,220.0," ""/m/019jd;/m/03m9d0z;/m/06q74;/t/dd00092"""
0oSykzOfBO0,0.0,10.0," ""/m/015vgc;/m/0jtg0"""
0ogrLUe_WSY,40.0,50.0," ""/m/03dnzn;/m/0838f"""
0omVgdC33FQ,10.0,20.0," ""/m/01g50p;/m/0284vy3;/m/06d_3;/m/07jdr"""
0pJwADdUrRo,30.0,40.0," ""/m/01yrx;/m/068hy;/m/07qrkrw;/m/07r81j2;/m/0jbk"""
0pKW6LBhKOA,30.0,40.0," ""/m/0fx9l"""
0paO14gvFAk,20.0,30.0," ""/m/025td0t"""
0paz5XP8YSs,190.0,200.0," ""/m/0145m"""
0pgG7Rk_eqM,140.0,150.0," ""/m/01j4z9;/t/dd00129"""
0qCbtn--t6Q,30.0,40.0," ""/t/dd00134"""
0qMF1IbyV3I,60.0,70.0," ""/m/01280g;/m/0cdnk;/m/0jbk"""
0qbp0OtOvl4,30.0,40.0," ""/m/01yrx;/m/068hy;/m/07r81j2;/m/0jbk"""
0qo1j2UeWmk,250.0,260.0," ""/m/06xkwv;/m/07rcgpl"""
0rTIwRC4VvM,0.0,10.0," ""/m/02g901"""
0rcgzQpsWYs,30.0,40.0," ""/m/02_41"""
0rhb_K228gA,30.0,40.0," ""/m/068hy;/m/0bt9lr;/m/0jbk;/t/dd00136"""
0so0iKHpBCo,17.0,27.0," ""/m/05zc1;/t/dd00077"""
0sqyr0zVeKg,290.0,300.0," ""/m/07szfh9"""
0t2VTlFdpss,0.0,10.0," ""/m/06hps"""
0tG2x7XHl5w,30.0,40.0," ""/t/dd00004"""
0tn9MdMeXKw,210.0,220.0," ""/t/dd00112;/t/dd00125"""
0u1sk49gAU0,20.0,30.0," ""/m/0mkg"""
0u4gY1bBUwQ,250.0,260.0," ""/m/01kcd;/m/06ncr"""
0u5-WiBKam8,50.0,60.0," ""/m/085jw;/m/0l14j_"""
0uLSjMXfurI,60.0,70.0," ""/m/0gy1t2s"""
0uWEnGBLjXI,30.0,40.0," ""/m/0chx_"""
0wLyVkC2mqA,210.0,220.0," ""/m/03qtwd;/m/053hz1;/t/dd00135"""
0wS8CxS6kxo,370.0,380.0," ""/m/01qbl;/m/03qtq"""
0xVpqjSaO4o,30.0,40.0," ""/m/07pczhz"""
0xX5k9enX1M,50.0,60.0," ""/m/0brhx"""
0xbuSI6TkmM,22.0,32.0," ""/m/07qv4k0"""
0xps9c25LqE,180.0,190.0," ""/m/019jd;/m/034srq;/m/03m9d0z;/m/05kq4;/m/0hsrw;/t/dd00092"""
0y1cx6UZNWo,100.0,110.0," ""/m/0z9c"""
0y3tr-QUGY0,50.0,60.0," ""/m/046dlr"""
0yQlMpe5gj8,30.0,40.0," ""/m/07pzfmf;/m/07qmpdm"""
0yZgsUq3yWY,30.0,40.0," ""/m/07r04;/m/07yv9;/m/0gvgw0"""
0yjZRw5Ks3Y,30.0,40.0," ""/m/07qcpgn;/m/07r4wb8"""
0zZyrJDnaXI,210.0,220.0," ""/m/0145m"""
0zfWGqDMT04,30.0,40.0," ""/m/08j51y"""
0zg9j5y1q3Q,20.0,30.0," ""/m/0dl83"""
0zolXzR9Oi4,30.0,40.0," ""/m/03q5t;/m/05148p4"""
1-ppkS41Lbs,470.0,480.0," ""/m/05r6t"""
11-d3rWQxZY,40.0,50.0," ""/m/02_41;/m/03m9d0z;/t/dd00092"""
11Pn3yJifSQ,4.0,14.0," ""/m/02mk9;/m/07q2z82;/m/07yv9;/m/0k4j;/t/dd00066;/t/dd00130"""
11UU7LH_O3g,0.0,10.0," ""/m/01xqw;/m/02fsn;/m/0l14_3"""
11nYg-lGu3g,30.0,40.0," ""/m/07ptzwd;/m/0838f"""
11quy4AMt0I,30.0,40.0," ""/m/07qcpgn"""
12qbcBfSVKA,390.0,400.0," ""/m/01jg02"""
13NbKtlQ1t0,240.0,250.0," ""/m/07p_0gm;/m/07rcgpl"""
13PjLquqF3U,440.0,450.0," ""/m/046dlr"""
13n6n6nKMhI,130.0,140.0," ""/m/07kc_"""
15CZ2h5VL-A,30.0,40.0," ""/m/01sm1g;/m/0l14md"""
15q_K5r3RzU,0.0,10.0," ""/t/dd00001"""
16-gCmo355I,0.0,7.0," ""/m/06hck5;/m/06wzb;/m/07rjwbb"""
164R3i5s7-8,40.0,50.0," ""/m/03vt0;/m/09f96;/m/0h2mp"""
16JSezE643E,0.0,10.0," ""/m/0dl83"""
16VxjI3ubJs,130.0,140.0," ""/m/023vsd;/m/07pdjhy"""
17b8kaVOi9c,30.0,40.0," ""/t/dd00006"""
1812KIJ0V60,30.0,40.0," ""/m/07qmpdm"""
18VKeKPO7So,30.0,40.0," ""/m/04gxbd"""
18booxzbgjQ,70.0,80.0," ""/m/0j6m2"""
18k-E_2b7rs,40.0,50.0," ""/m/018j2"""
18zupo38Cj4,30.0,40.0," ""/t/dd00004"""
19-GI2LzOtc,140.0,150.0," ""/m/05lls;/m/0ggq0m"""
194N_h5CGzA,30.0,40.0," ""/m/01m4t"""
19DRe0cdeXQ,20.0,30.0," ""/m/028v0c;/m/07r4wb8;/t/dd00128"""
19L9D-ybSGg,4.0,14.0," ""/m/07qjznt"""
19v5EvjdToU,30.0,40.0," ""/m/096m7z;/m/0chx_"""
1A9-sgX7qMg,10.0,20.0," ""/m/01hnzm"""
1AOe82obwcY,30.0,40.0," ""/m/0l14t7"""
1AR2ozHEMWI,320.0,330.0," ""/m/07ryjzk"""
1AlmsqlPdwM,450.0,460.0," ""/m/032s66;/m/073cg4"""
1AwDdAiWVqY,30.0,40.0," ""/m/07yv9;/m/0gvgw0;/m/0k4j"""
1BXaCy0ox3c,280.0,290.0," ""/m/012xff"""
1C6VhOCffIE,60.0,70.0," ""/m/0342h;/m/03lty;/m/04szw;/m/07m2kt;/m/0dl5d"""
1Chb_m4zWOs,0.0,10.0," ""/m/07qs1cx"""
1Co1uyI6Ulw,7.0,17.0," ""/m/014zdl;/m/07pxg6y;/m/07qsvvw"""
1CouJesdH7M,300.0,310.0," ""/m/019jd;/m/03m9d0z;/m/06q74;/t/dd00092"""
1DiSaLjlU80,540.0,550.0," ""/m/07pzfmf"""
1E256RRhLus,6.0,16.0," ""/m/07qwyj0"""
1E8TnKaIU9Q,330.0,340.0," ""/m/02p01q;/m/07pdjhy;/m/083vt"""
1EH8T2KCFO8,30.0,40.0," ""/m/07ptzwd;/m/0838f"""
1EORv8kpOaY,100.0,110.0," ""/m/07phxs1"""
1EU64OKtfw4,10.0,20.0," ""/m/03vt0;/m/09xqv"""
1E_3Grl-3PA,340.0,350.0," ""/m/015p6;/m/020bb7;/m/07r_25d;/m/0h0rv"""
1Eyl9QV-tyw,260.0,270.0," ""/m/03qtwd;/t/dd00135"""
1G95m_2exAc,110.0,120.0," ""/m/032n05;/m/0jbk"""
1GCOnj53QYM,0.0,10.0," ""/m/01hgjl"""
1GO3ZvO4tfk,140.0,150.0," ""/m/07pl1bw;/m/083vt"""
1GYfkje0--U,30.0,40.0," ""/m/01rd7k;/m/025rv6n;/m/07svc2k"""
1GekS7z6LAI,16.0,26.0," ""/m/0j6m2"""
1He7811HtcI,27.0,37.0," ""/m/07pczhz;/m/07pl1bw;/m/083vt"""
1I7RdheghGs,360.0,370.0," ""/m/01jt3m;/m/0838f"""
1IFfUjdN91k,30.0,40.0," ""/m/015p6;/m/020bb7;/m/07pggtn;/m/07r_25d;/m/0h0rv"""
1ILLsA6gqHE,30.0,40.0," ""/m/0l14t7"""
1JA4xWUWnxk,490.0,500.0," ""/m/07qqyl4"""
1JEa_q6nHOE,90.0,100.0," ""/m/0cj0r;/t/dd00129"""
1JP7w0w8T44,10.0,20.0," ""/m/07pdhp0;/m/0ytgt"""
1JSuYfnweOg,60.0,70.0," ""/m/07n_g"""
1JmYeNQ1jEI,20.0,30.0," ""/m/0d31p"""
1KUTHIZSYRM,480.0,490.0," ""/m/07p7b8y;/m/07ptzwd;/t/dd00125"""
1KjKucI0964,30.0,40.0," ""/m/07qn4z3"""
1LFAU_QD9Ec,0.0,10.0," ""/m/07rqsjt"""
1LHxY6b9JAU,200.0,210.0," ""/m/0d31p"""
1LRWNVhLjyk,0.0,7.0," ""/m/07s12q4"""
1LtwP9mSSJU,80.0,90.0," ""/m/07rgt08;/m/0939n_"""
1MF9_29YUZU,10.0,20.0," ""/m/07rgkc5"""
1MRuBWZEsS4,390.0,400.0," ""/m/0242l"""
1Ms9GajaUQ4,30.0,40.0," ""/t/dd00134"""
1MvzeSDi10M,130.0,140.0," ""/m/015lz1;/m/07sr1lc"""
1N-nwumcrgw,60.0,70.0," ""/m/0cfdd"""
1NNtU2-t_OA,28.0,38.0," ""/m/07pczhz"""
1NQWDv3XSWE,30.0,40.0," ""/m/07r4gkf"""
1NYANpd5Grs,160.0,170.0," ""/m/068hy;/m/07pdhp0;/m/0bt9lr;/t/dd00125"""
1OIfQHKnAcw,20.0,30.0," ""/m/01s0ps;/m/05148p4;/m/05r5c"""
1OJGboLx4KI,30.0,40.0," ""/m/07pjjrj"""
1OM5619KGEI,0.0,10.0," ""/m/06mb1;/m/0jb2l;/m/0ngt1"""
1Omt64u061M,30.0,40.0," ""/m/07qmpdm"""
1Oy7Yha8LOg,30.0,40.0," ""/m/01yrx;/m/068hy;/m/07qrkrw;/m/07r81j2;/m/0jbk"""
1PGYERDDVTo,10.0,20.0," ""/m/0z9c"""
1PK0s_W9hkM,0.0,10.0," ""/m/07rn7sz"""
1PM96hV5XMo,30.0,40.0," ""/m/07r04;/m/07yv9;/m/0gvgw0"""
1PNIehOh7Sw,30.0,40.0," ""/m/01m4t"""
1PQCymDynPs,240.0,250.0," ""/m/07yv9;/m/0btp2"""
1PS6X_Kg3-M,170.0,180.0," ""/m/07r10fb"""
1PajbAKd8Kg,0.0,10.0," ""/m/01b_21"""
1PbHXMJJ-dY,30.0,40.0," ""/m/0z9c"""
1PeBvAdub4w,370.0,380.0," ""/m/07q7njn"""
1PxKjFulkLs,30.0,40.0," ""/m/068hy;/m/07rc7d9;/m/0bt9lr;/m/0jbk;/t/dd00136"""
1Q7aLH4z8Bs,40.0,50.0," ""/m/0j6m2"""
1QSD-dzEv7Y,40.0,50.0," ""/m/085jw;/m/0l14j_"""
1Qju138etmc,30.0,40.0," ""/m/078jl;/m/07rjwbb"""
1SRr6IhJV_A,100.0,110.0," ""/m/06_fw;/m/07pbtc8"""
1SS3-D-Aqr4,30.0,40.0," ""/m/07swgks"""
1SlyRu7fIzk,330.0,340.0," ""/m/028ght"""
1T5zVWMT3dM,440.0,450.0," ""/m/01bns_;/m/0d8_n"""
1TVvMsrlWq8,30.0,40.0," ""/m/01jwx6"""
1U7l0iDgxJ0,30.0,40.0," ""/m/07r4wb8"""
1UPlYnBFrI0,370.0,380.0," ""/m/0dwsp;/m/0dwtp;/m/0j45pbj"""
1V6XB6jcz7c,20.0,30.0," ""/m/014yck;/m/07phhsh;/m/07yv9;/m/0cmf2;/m/0k5j"""
1VCWRcg51gs,30.0,40.0," ""/m/0j6m2"""
1VKSpjXZvKo,150.0,160.0," ""/m/01kcd;/m/0319l"""
1W2Cz2Jj76Q,30.0,40.0," ""/m/085jw;/m/0l14j_"""
1WFBllfIMPA,0.0,2.0," ""/m/07r4wb8"""
1WFLYqsLvv0,0.0,10.0," ""/m/01y3hg;/m/0c3f7m"""
1WO7rcx4MgY,30.0,40.0," ""/m/07pyf11"""
1X6tPB4aoE0,440.0,450.0," ""/m/016622"""
1XAFadL2YW4,30.0,40.0," ""/m/07r10fb"""
1XKKLkqdZ34,30.0,40.0," ""/m/01jwx6"""
1XgdKTfy1Pw,0.0,10.0," ""/m/0dwsp;/m/0dwtp;/m/0j45pbj"""
1YnpzFCnNpw,0.0,8.0," ""/m/07qmpdm"""
1Z19W2GRX2s,70.0,80.0," ""/m/03qtwd;/m/04gy_2;/m/053hz1"""
1ZJw7duvf1g,30.0,40.0," ""/m/07phhsh"""
1ZKP87P82CY,10.0,20.0," ""/m/07ryjzk"""
1Zr6S42P81k,470.0,480.0," ""/m/012xff"""
1_25socxrqg,30.0,40.0," ""/m/0130jx;/m/02jz0l;/m/0838f"""
1_K3G1EcYLw,80.0,90.0," ""/m/0btp2"""
1_PQvsAw110,70.0,80.0," ""/m/07phhsh;/m/07yv9;/t/dd00129"""
1_U3ijFPbIE,110.0,120.0," ""/m/07s12q4"""
1_cwgiVIRJw,30.0,40.0," ""/m/0j2kx"""
1_nOAVumWY4,0.0,10.0," ""/t/dd00134"""
1_nuUnmjqLg,30.0,40.0," ""/m/0dls3"""
1aLTEOXlRzU,550.0,560.0," ""/m/0dwsp;/m/0dwtp;/m/0j45pbj"""
1aVhpF7Sm8o,0.0,10.0," ""/m/06hps"""
1aiMcQqOIO4,120.0,130.0," ""/m/0j6m2;/t/dd00088"""
1alQZjvWr38,30.0,40.0," ""/m/01hsr_"""
1c7NBk1x3y0,30.0,40.0," ""/m/07qmpdm;/m/07qn4z3"""
1c8yp4_Fji8,30.0,40.0," ""/m/01y3hg"""
1caCiNiUErA,440.0,450.0," ""/m/0283d"""
1d-J3Tl_cnQ,30.0,40.0," ""/m/019jd;/m/02rlv9"""
1da8Qc9hXSw,30.0,40.0," ""/m/01h3n;/m/03vt0;/m/0h2mp"""
1deAcOaQ5xg,10.0,20.0," ""/m/0gy1t2s"""
1dgOAeF8aPg,30.0,40.0," ""/m/081rb"""
1dr8P7o36lY,210.0,220.0," ""/m/02z32qm"""
1ecvyHKH9TI,30.0,40.0," ""/m/07pczhz;/m/083vt"""
1f7lBXwf2rk,100.0,110.0," ""/m/068hy;/m/068zj;/m/0jbk"""
1fJNudB6faA,30.0,40.0," ""/m/039jq"""
1gfkQ8bmN1Q,30.0,40.0," ""/m/01xq0k1;/m/07rpkh9;/m/0ch8v"""
1gqVlwoOqs4,390.0,400.0," ""/m/025rv6n;/m/07qwf61;/m/0dbvp"""
1ibhjYxaEvM,18.0,28.0," ""/m/01jg02;/m/07p_0gm"""
1j3pXUr8R4M,40.0,50.0," ""/m/03m5k;/m/0d8_n"""
1jN5jpG9ZQM,0.0,9.0," ""/m/07qmpdm"""
1jW3uOGX5iI,30.0,40.0," ""/m/07yv9;/m/0gvgw0"""
1joJGX7Axl4,70.0,80.0," ""/m/07qw_06"""
1jokDJHu4_s,40.0,50.0," ""/m/07pb8fc;/m/07yv9;/t/dd00129"""
1jt_1KCfp5Y,30.0,40.0," ""/m/01z47d;/m/07cx4"""
1k6n2UDth5A,0.0,6.0," ""/m/07rcgpl;/m/07rgkc5"""
1kYDbl5Y9Sg,490.0,500.0," ""/m/03m5k;/m/0l14_3"""
1kfvRJEsf9g,30.0,40.0," ""/m/07pbtc8"""
1kplUdxiw3s,240.0,250.0," ""/m/0195fx;/m/01g50p;/m/06d_3;/m/07jdr;/t/dd00048"""
1lBAPeMA7-o,30.0,40.0," ""/t/dd00004"""
1mB_cboJR8s,130.0,140.0," ""/m/01c194;/m/02bk07;/m/0y4f8"""
1nF0Pv-VBSc,580.0,590.0," ""/m/015p6;/m/020bb7;/m/06_y0by;/m/07pggtn"""
1nTNW_uwS7I,310.0,320.0," ""/m/023pjk;/m/04brg2"""
1nYZnNEKI6o,70.0,80.0," ""/m/019jd;/m/03m9d0z;/m/0hsrw;/t/dd00092"""
1nZfKi2bxjg,210.0,220.0," ""/m/0130jx;/m/02jz0l;/m/0838f"""
1oY0kFtKu20,470.0,480.0," ""/m/015p6;/m/06_y0by;/m/09ddx"""
1oe-NKUOwZw,30.0,40.0," ""/m/068hy;/m/0jbk;/t/dd00136"""
1p2-GaPCoI4,0.0,10.0," ""/m/01b82r;/m/07pdjhy;/m/083vt"""
1pBzNOKwwq4,30.0,40.0," ""/m/07ptzwd"""
1qABIRAKQoM,10.0,20.0," ""/m/01yg9g"""
1qAvaKlkJis,30.0,40.0," ""/m/07qn4z3;/t/dd00128"""
1qLTTdpHEhA,7.0,17.0," ""/m/07r_80w;/m/09d5_"""
1t3Cpx7HYf4,0.0,10.0," ""/m/012f08;/m/01jwx6;/m/02mk9;/m/07yv9;/t/dd00130"""
1t_5NMmgrFw,60.0,70.0," ""/m/07r4gkf"""
1uNaFYVRGjg,210.0,220.0," ""/g/122z_qxw;/m/04zjc"""
1u_4DIMsWGo,130.0,140.0," ""/m/07phxs1"""
1v0_2ehoTh4,30.0,40.0," ""/m/07pczhz"""
1vKYSmkBYS8,370.0,380.0," ""/m/012xff"""
1vVpZDcRPsc,390.0,400.0," ""/m/0261r1"""
1wOoCSwNHwM,50.0,60.0," ""/m/014yck"""
1wqkBBMHJA8,230.0,240.0," ""/m/015lz1;/m/07sr1lc"""
1xEFTFnRmLw,90.0,100.0," ""/m/01kcd;/m/07gql"""
1xSRINDO6FA,410.0,420.0," ""/m/07pdhp0"""
1xTvYIgPwm4,26.0,36.0," ""/m/03k3r;/m/07q5rw0;/m/0jbk"""
1xa_I50b_bM,30.0,40.0," ""/m/09t49;/t/dd00092"""
1y1lEOGBcWM,130.0,140.0," ""/m/03q5t;/m/05148p4"""
1yAH7Gkp50E,270.0,280.0," ""/m/07s2xch"""
1yRMYH8cSFM,190.0,200.0," ""/m/04zmvq;/m/06d_3;/m/07jdr"""
1yXcv70FOz0,180.0,190.0," ""/m/01v_m0;/m/0hdsk"""
1ypKPVja6Mc,30.0,40.0," ""/m/07qsvvw"""
1yvt9HJIVu4,30.0,40.0," ""/m/01bns_;/m/0d8_n"""
1zF2W8JxFK4,570.0,580.0," ""/m/0316dw"""
2-0D1rsm93U,0.0,8.0," ""/m/07ryjzk"""
2-RBVkZKJ54,50.0,60.0," ""/m/03qtwd;/m/053hz1;/t/dd00135"""
2-dg-PYfz2U,110.0,120.0," ""/m/07qh7jl;/m/0l7xg;/t/dd00077"""
2-uMMdsFEWM,30.0,40.0," ""/m/019jd;/m/02rlv9"""
207DZ-rawjI,26.0,36.0," ""/m/07pjjrj;/m/07rdhzs"""
207W0v5c-Ns,30.0,40.0," ""/m/02mk9;/t/dd00130"""
20CeP51xlBs,10.0,20.0," ""/m/07rrh0c;/t/dd00129"""
20Ll1QtjCjs,30.0,40.0," ""/m/0k65p"""
20QZS9L5WeA,70.0,80.0," ""/m/085jw;/m/0l14j_"""
20UvhTgS-x8,0.0,10.0," ""/m/027m70_"""
20eBcFsFL0w,30.0,40.0," ""/m/07st88b;/m/09ld4"""
20j-o06dp0g,30.0,40.0," ""/m/07qv_x_"""
20zrQVQtQ2Q,30.0,40.0," ""/m/07st88b;/m/09ld4"""
219lERSaNno,30.0,40.0," ""/m/02g901"""
21L0pyts9WI,530.0,540.0," ""/m/01h8n0"""
22hbrVKr5ic,30.0,40.0," ""/m/07qv_x_"""
23JEc_HTpyc,30.0,40.0," ""/m/0j2kx"""
23Yu8RnEv3k,30.0,40.0," ""/m/07qlwh6"""
23otuGifKyU,0.0,8.0," ""/m/07pxg6y"""
24NB0Ap7J8g,0.0,9.0," ""/m/07pc8lb"""
24O7Q2AI6vw,10.0,20.0," ""/m/07qf0zm;/m/0jbk;/t/dd00125"""
24OPDiqr6VA,0.0,10.0," ""/m/07yv9;/m/0brhx;/m/0k4j"""
259QGi4PNAc,22.0,32.0," ""/m/01rd7k;/m/025rv6n;/m/07svc2k"""
266IiZnynyA,30.0,40.0," ""/m/01rd7k;/m/025rv6n"""
26yyv3N4adw,30.0,40.0," ""/m/05r5wn;/m/07qn4z3;/t/dd00125"""
27f-rlFiSho,60.0,70.0," ""/m/06hck5;/m/07rjwbb"""
27hhv7oJX_Y,0.0,10.0," ""/m/030rvx"""
27rCZL5yPU4,22.0,32.0," ""/m/019jd;/m/034srq;/m/03m9d0z;/m/05kq4;/m/0hsrw;/t/dd00092"""
283BYw2f0Qc,30.0,40.0," ""/m/02mk9;/t/dd00067"""
29-aV8-MiVI,330.0,340.0," ""/m/07r4k75;/t/dd00125"""
29si-wDIxSg,210.0,220.0," ""/m/07p9k1k;/m/07ptfmf"""
2A-fcVtGqnk,30.0,40.0," ""/m/07s34ls;/t/dd00066"""
2ABMFZVQ9jI,570.0,580.0," ""/m/01yrx;/m/02yds9;/m/068hy;/m/0jbk"""
2AeLh_rUavc,320.0,330.0," ""/m/07pqc89"""
2BTD4IYcanQ,10.0,20.0," ""/m/02jz0l;/m/07ptzwd;/m/0838f"""
2BdcZFwYkr4,530.0,540.0," ""/m/025rv6n;/m/07qn5dc;/m/09b5t"""
2ByuZ7adYnw,0.0,10.0," ""/m/015jpf;/m/07cx4"""
2CB3aKePbXM,220.0,230.0," ""/m/01jg02;/m/07p_0gm;/m/07rcgpl"""
2CCxYT5Zgtc,20.0,30.0," ""/m/0d31p"""
2CLOpjpC6VE,24.0,34.0," ""/m/07qmpdm"""
2CMVqo7dIZU,20.0,30.0," ""/m/07rn7sz"""
2Cj6N6XaTIA,30.0,40.0," ""/m/02mk9;/m/07yv9;/t/dd00066;/t/dd00067"""
2Ck7MX5LEck,90.0,100.0," ""/m/03v3yw;/m/07yv9;/m/0k4j"""
2Cmn2lplGfc,30.0,40.0," ""/m/02l6bg"""
2Cu_AdrrMks,30.0,40.0," ""/m/01yrx;/m/02yds9;/m/068hy;/m/0jbk"""
2Dmhiz09n-0,30.0,40.0," ""/m/0mbct"""
2EGcB2ZoDbg,15.0,25.0," ""/m/01jg02;/m/07p_0gm;/m/07rcgpl"""
2E_DSIihhms,30.0,40.0," ""/m/0l156k"""
2E_cfP2PLUQ,40.0,50.0," ""/m/02fs_r"""
2FEhG1UXb_E,370.0,380.0," ""/m/07qfgpx"""
2FGfxOMZoK4,100.0,110.0," ""/m/07rgt08"""
2FjG7F5-RCY,100.0,110.0," ""/m/01lsmm"""
2FkbTil7Bqk,30.0,40.0," ""/t/dd00134"""
2GTu8gbWtzw,30.0,40.0," ""/m/07qv4k0"""
2GhnxPuc3jg,0.0,10.0," ""/m/07qh7jl;/t/dd00077"""
2Gk0hUFw68M,0.0,10.0," ""/m/07rqsjt;/m/0dl83"""
2HXWHXj_zIE,30.0,40.0," ""/m/0mbct"""
2HlCRjjDhIA,20.0,30.0," ""/m/01yrx;/m/068hy;/m/07r81j2;/m/0jbk"""
2I2IzXnhmtc,120.0,130.0," ""/m/01b_21"""
2I6pPRWKsCQ,380.0,390.0," ""/m/01s0ps;/m/05148p4;/m/05r5c"""
2I74FFVzha0,40.0,50.0," ""/m/07pbtc8"""
2I9ToRyfL5k,130.0,140.0," ""/m/01m4t"""
2IWV8hlUydk,20.0,30.0," ""/m/02yds9;/m/068hy;/m/0bt9lr;/m/0jbk"""
2IZ_PYg8XRU,0.0,10.0," ""/m/013y1f;/m/01s0ps;/m/03xq_f;/m/05148p4;/m/05r5c"""
